# ROOT file number	Shift Crew	Comment	Start Time	End Time	Target	Mirror	Exposure Time(min)	Exposure Time(sec)	Picture number	Slit Width(mm)	P.R(All)(e+/pulse)	Muon/pulse	Pulse Hz	P.C (1)	P.R (1) (e+/pulse)	P.C(2)	P.R(2)(e+/pulse)	P.C(3)	P.R(3)(e+/pulse)	P.C(2&3)	P.R(2&3)(e+/pulse)	P.C(All)	25Hz Clock	MLF Pulse		HV=1200V	Al stopper = 4.1mm	
1	Youngju				Crystal 2.19mm	O		0			#DIV/0!		0	93	#DIV/0!	151	#DIV/0!	186	#DIV/0!	9	#DIV/0!	1	3829					
0069_0000	Yonghyun		18:51	19:06	Foil 5um	X(45 degree)	5	300	1	120	1.05633318	8.1338E+03	23.3898669	25738		61708		55469		32802		9207	9316	8716				
0069_0001	Yonghyun		19:06	19:23	Foil 5um	X(45 degree)	10	600	1	120	1.061210985	8.1713E+03	22.53006659	53621		128651		15776		68577		19244	20122	18134				
0070_0000	Yonghyun		19:23	19:30	Foil 5um	X(45 degree)	5	300	1	80	0.8893481342	6.8480E+03	23.38709677	21151		51642		46084		27165		7531	9052	8468				
0070_0001	Yonghyun		19:30	19:44	Foil 5um	X(45 degree)	10	600	1	80	0.8816899635	6.7890E+03	23.68185614	39695		95379		85017		50024		14003	16766	15882				
0070_0002	Yonghyun		19:44	20:05	Foil 5um	X(45 degree)	20	1200	1	80	0.8787819637	6.7666E+03	23.3869986	77120		187293		165985		97927		27012	32858	30738				
0071_0000	Yonghyun	p=25MeV/c	20:20	20:38	Foil 5um	X(45 degree)	10	600	1	120	0.5072445587	3.9058E+03	23.38643431	26248		65563		59464		32136		8087	17043	15943				
0071_0001	Yonghyun	p=23MeV/c	20:38	20:49	Foil 5um	X(45 degree)	10	600	1	120	0.2700913544	2.0797E+03	23.38390093	14427		36754		33608		17091		4080	16150	15106				
0071_0002	Yonghyun	p=21MeV/c	20:51	21:02	Foil 5um	X(45 degree)	10	600	1	120	0.1276023226	9.8254E+02	23.38853925	7290		18475		16814		8053		1802	15095	14122				
0072_0000	Yonghyun	initial condition (p=27.4MeV/c)	21:04	21:15	Foil 5um	X(45 degree)	10	600	1	120	1.090237384	8.3948E+03	23.38946904	38271		91492		82623		49096		13870	13598	12722				
0073_0000	Yonghyun		21:22	21:27	Foil 5um	X(45 degree)	5	300	1	40	0.3181633482	2.4499E+03	23.38464462	5387		13371		11848		6364		1566	5262	4922				
0073_0001	Yonghyun		21:27	21:41	Foil 5um	X(45 degree)	10	600	1	40	0.3334177696	2.5673E+03	23.38853013	17350		43199		38088		20436		5265	16879	15791				
0073_0002	Yonghyun		21:41	22:13	Foil 5um	X(45 degree)	30	1800	1	40	0.3287328685	2.5312E+03	22.72180944	45737		113537		100684		53683		13672	45760	41590				
0074_0000	Yonghyun	Change the degree to 26. Light leak check	23:01	23:03	Foil 5um	X(26 degree)	1	60	1		#DIV/0!	#DIV/0!	#DIV/0!															
0075_0000	Yonghyun		23:08	23:15	Foil 5um	X(26 degree)	5	300	1	120	1.121453996	8.6352E+03	23.39507419	28649		67710		60771		36343		10397	9907	9271				
0075_0001	Yonghyun		23:18	23:28	Foil 5um	X(26 degree)	10	600	1	120	1.090344311	8.3957E+03	23.38935574	40976		97381		88058		52396		14567	14280	13360				
0076_0000	Yonghyun		23:35	23:42	Foil 5um	X(26 degree)	5	300	1	100	1.052779733	8.1064E+03	23.38709677	25244		59975		53737		32032		8976	9114	8526				
0076_0001	Yonghyun		23:42	23:53	Foil 5um	X(26 degree)	10	600	1	100	#DIV/0!	#DIV/0!	#DIV/0!															
0077_0000	Yonghyun		23:59	0:06	Foil 5um	X(26 degree)	5	300	1	80	0.9146456322	7.0428E+03	23.39171624	22060		53607		47584		28279		7769	9078	8494				
0077_0001	Yonghyun		0:07	0:18	Foil 5um	X(26 degree)	10	600	1	80	0.9245071213	7.1187E+03	23.38550896	37504		89336		79082		47076		13177	15237	14253				
0078_0000	Yonghyun		0:22	0:29	Foil 5um 	X(26 degree)	5	300	1	60	0.6800162635	5.2361E+03	23.38372314	19742		47631		42047		24284		6690	10518	9838				
0078_0001	Yonghyun		0:29	0:41	Foil 5um	X(26 degree)	10	600	1	60	0.6781394789	5.2217E+03	23.38859491	33042		80672		71338		41170		11270	17764	16619				
0078_0002	Yonghyun		0:41	1:01	Foil 5um	X(26 degree)	20	1200	1	60	0.6654976053	5.1243E+03	21.24963939	53114		129740		113883		65790		17647	31197	26517				
0079_0000	Yonghyun	Positron counting for 1min	1:04	1:12	Foil 5um	X(26 degree)	5	300	1	40	0.3214837713	2.4754E+03	23.4081042	2885		7017		6188		3260		832	2764	2588				
0079_0001	Yonghyun		1:13	1:28	Foil 5um	X(26 degree)	10	600	1	40	0.3298807895	2.5401E+03	23.38665448	23038		56629		50072		26663		6752	21880	20468				
0079_0002	Youngju		1:29		Foil 5um	X(26 degree)	30	1800	1	40	0.3019795462	2.3252E+03	22.65504982	46012		114034		100393		53403		13760	45566	41292				
0081_0000	Seungho		2:41	2:48	Foil 5um (flipped)	X (26 degree)	5	300	1	120	1.068905473	8.2306E+03	23.39385475	24007		57857		51836		30791		8594	8592	8040				
0081_0001	Seungho		2:49	3:00	Foil 5um (flipped)	X (26 degree)	10	600	1	120	1.085555727	8.3588E+03	23.3850036	39326		93971		84251		50169		14084	13870	12974				
0082_0000	Seungho		3:01	3:07	Foil 5um (flipped)	X (26 degree)	5	300	1	80	0.9001868161	6.9314E+03	23.38951311	18894		46279		41337		24360		6746	8010	7494				
0082_0001	Seungho		3:07	3:20	Foil 5um (flipped)	X (26 degree)	10	600	1	80	0.9087175129	6.9971E+03	23.38998211	36230		87858		78200		46377		12832	15093	14121				
0082_0002	Seungho		3:22		Foil 5um (flipped)	X (26 degree)	20	1200	1	80	0.8999163938	6.9294E+03	23.38688653	74228		178191		158613		93412		25833	30686	28706				
0083_0000	Youngju		3:48	3:53	Foil 5um (flipped)	X (26 degree)	5	300	1	40	0.3253826531	2.5054E+03	23.38902148	8682		21251		18727		10017		2551	8380	7840				
0083_0001	Youngju		3:53	4:04	Foil 5um (flipped)	X (26 degree)	10	600	1	40	0.3253565217	2.5052E+03	23.38615214	16067		39552		34962		18718		4677	15367	14375				
0083_0002	Seungho		4:06	4:36	Foil 5um (flipped)	X (26 degree)	30	1800	1	40	0.3325043279	2.5603E+03	22.64860507	45618		112942		99379		52979		13637	45271	41013				
0084~		Light Leak Check						0			#DIV/0!	#DIV/0!	#DIV/0!															
0085_0000	Youungju		5:20		Crystal 1.37mm	O(with Al stopper)	5	300	1	20	0.04797680243	3.6942E+02	23.39644751	2442		5716		5237		1869		364	8107	7587				
0086_0000	Youungju		5:39	5:44	Crystal 1.37mm	O(with Al stopper)	5	300	1	40	0.2294993234	1.7671E+03	23.38015692	7421		17653		15144		7220		1696	7902	7390				
0087_0000	Youungju		5:46	5:51	Crystal 1.37mm	O(with Al stopper)	5	300	1	60	0.4816997944	3.7091E+03	23.39640795	12867		30329		26678		13717		3514	7795	7295				
0088_0000	Youungju		5:53	5:59	Crystal 1.37mm	O(with Al stopper)	5	300	1	80	0.6462501534	4.9761E+03	23.2479169	19069		43273		38308		20050		5265	8761	8147				
0089_0000	Youungju		6:01	6:06	Crystal 1.37mm	O(with Al stopper)	5	300	1	100	0.7262672811	5.5923E+03	23.3865008	19577		44991		39961		20900		5516	8119	7595				
0090_0000	Youungju				Crystal 1.37mm	O(with Al stopper)	5	300	1	120	0.7544610992	5.8094E+03	23.38786607	26159		59992		53653		28043		7399	10483	9807				
0090_0001	Youungju				Crystal 1.37mm	O(with Al stopper)	2	120	1	120	0.7424194063	5.7166E+03	23.38757838	8284		19189		17067		8899		2326	3349	3133				
0090_0002	Youungju		6:20		Crystal 1.37mm	O(with Al stopper)	1	60	1	120	0.7437913907	5.7272E+03	23.374613	6348		14605		13242		6892		1797	2584	2416				
0090_0003	Youngju				Crystal 1.37mm	O(with Al stopper)	30sec	30	20	120	0.7551441699	5.8146E+03	23.38659441	40454		92075		82049		42905		11340	16053	15017				
0090_0004	Youngju				Crystal 1.37mm	O(with Al stopper)	10sec	10	60	120	0.762124407	5.8684E+03	23.38510848	40789		93011		82759		43484		11566	16224	15176				
0092_0000	Seungho	T= -16.5celsius degree	7:09	7:15	Foil 5um	O(without Al stopper)	5	300	1	120	0.7384238359	5.6859E+03	23.3946892	20582		47801		42601		22303		5725	8285	7753				
0092_0001	Youngju	T recovered	7:16		Foil 5um	O(without Al stopper)	5	300	1	120	0.7337861233	5.6502E+03	23.39252336	19651		46040		40324		21211		5510	8025	7509				
0093_0000	Youngju			7:29	Foil 5um	O(without Al stopper)	5	300	1	80	0.6148491879	4.7343E+03	23.37906828	16421		38756		34070		17898		4505	7835	7327				
0094_0000	Youngju				Foil 5um	O(without Al stopper)	5	300	1	40	0.2323858278	1.7894E+03	23.38689351	7277		17641		15393		7267		1725	7935	7423				
0096_0000	Seungho		7:58	8:04	Foil 5um	O(with Al stopper)	5	300	1	120	0.9289462178	7.1529E+03	23.38445808	25856		61185		54925		31242		8498	9780	9148				
0096_0001	Youngju			8:14	Foil 5um	O(with Al stopper)	10	600	1	120	0.9378202465	7.2212E+03	23.38709677	40947		96331		86489		49006		13544	15438	14442				
0097_0000	Youngju		8:16		Foil 5um	O(with Al stopper)	20	1200	1	80	0.7784670382	5.9942E+03	23.38693813	69050		165179		145712		82578		22212	30501	28533				
0098_0000	Youngju				Foil 5um	O(with Al stopper)	20	1200	1	40	0.297414248	2.2901E+03	23.38736219	30112		73913		65302		33682		8454	30385	28425				
								0																				
